ds,temperature,precip
2025-01-01,28.0,0.3047441703229685
2025-01-02,28.068853424623338,4.515464899072368
2025-01-03,28.13768644649098,1.0705936282082922
2025-01-04,28.206478668893016,2.074323849273212
2025-01-05,28.275209707209278,1.3126123441566282
2025-01-06,28.343859194949786,0.6178128213214986
2025-01-07,28.41240678978974,1.626379914136324
2025-01-08,28.48083217959741,4.720873141027641
2025-01-09,28.54911508845306,6.929350426296279
2025-01-10,28.617235282657123,2.2088752835910737
2025-01-11,28.68517257672591,2.199367954769864
2025-01-12,28.752906839372976,2.3616060511035193
2025-01-13,28.820417999474476,1.7888081135001235
2025-01-14,28.88768605201666,1.2426305092831413
2025-01-15,28.9546910640238,5.957302543418327
2025-01-16,29.021413180464748,0.5347548131374785
2025-01-17,29.087832630136422,0.9064784543693374
2025-01-18,29.153929731522435,0.8390313766268558
2025-01-19,29.219684898625157,2.0778723701739095
2025-01-20,29.285078646769456,0.3644514152610173
2025-01-21,29.35009159837645,1.3876777330049095
2025-01-22,29.414704488705485,3.568247466642279
2025-01-23,29.478898171562694,0.9790700980883856
2025-01-24,29.542653624974427,0.8399911623847529
2025-01-25,29.60595195682389,0.14315423694574952
2025-01-26,29.668774410449267,2.7512824435789147
2025-01-27,29.731102370201725,6.620313327254779
2025-01-28,29.792917366961643,1.575371232897091
2025-01-29,29.854201083611404,2.156412202576671
2025-01-30,29.914935360463154,2.324546757767476
2025-01-31,29.97510220063991,1.5868870407663023
2025-02-01,30.034683775408418,5.463490780185498
2025-02-02,30.0936624294622,0.1759126131308709
2025-02-03,30.1520206861532,0.3597980098610053
2025-02-04,30.20974125267048,0.044832465189489926
2025-02-05,30.26680702516447,2.3696774398775475
2025-02-06,30.323201093815204,2.4863160932579036
2025-02-07,30.378906747843054,3.5675178609144367
2025-02-08,30.433907480460505,2.7527831170781627
2025-02-09,30.48818699376347,2.2299472432665284
2025-02-10,30.54172920356071,3.5310883511093043
2025-02-11,30.594518244139927,1.3269258356600113
2025-02-12,30.646538472969112,1.7889619416682931
2025-02-13,30.697774475331784,0.6318292745139084
2025-02-14,30.74821106889467,2.7515156245355463
2025-02-15,30.797833308206588,1.562456837931411
2025-02-16,30.846626489127097,1.5476366046846306
2025-02-17,30.89457615318365,1.9110857585073153
2025-02-18,30.94166809185594,10.79466868495758
2025-02-19,30.98788835078622,0.4743913826385522
2025-02-20,31.03322323391425,3.7674444199432484
2025-02-21,31.07765930753575,1.0307076512571964
2025-02-22,31.1211834042831,0.06329566341714653
2025-02-23,31.16378262702711,0.544621722692988
2025-02-24,31.205444352698706,0.7875282656792738
2025-02-25,31.246156236029446,2.2902115552894307
2025-02-26,31.285906213209657,0.3285008232552338
2025-02-27,31.32468250546323,1.2793559362938738
2025-02-28,31.362473622537912,1.1709276497049648
2025-03-01,31.39926836611011,0.8090502447761321
2025-03-02,31.435055833103213,0.48630826499416047
2025-03-03,31.469825418918386,0.36437808133332333
2025-03-04,31.50356682057697,1.1914283210155001
2025-03-05,31.536270039773456,0.976126343020982
2025-03-06,31.567925385838194,4.235609010307781
2025-03-07,31.598523478608975,0.15704576265653433
2025-03-08,31.628055251210544,0.2239937678573952
2025-03-09,31.656511952741333,0.6725316926726366
2025-03-10,31.683885150866537,3.3556677926572975
2025-03-11,31.710166734316786,1.6009103299119885
2025-03-12,31.735348915291702,0.9403591901023008
2025-03-13,31.759424231767582,2.8195199726509483
2025-03-14,31.78238554970857,2.037568976360695
2025-03-15,31.804226065180615,1.4381204220155592
2025-03-16,31.82493930636762,1.825175966389623
2025-03-17,31.844519135489204,3.9476135762614573
2025-03-18,31.86295975061942,0.12725025106002377
2025-03-19,31.880255687406027,0.2521898451020214
2025-03-20,31.896401820689682,0.353703009196115
2025-03-21,31.911393366022626,2.4937673622412486
2025-03-22,31.925225881086437,6.160206139153066
2025-03-23,31.93789526700837,0.8510765429726435
2025-03-24,31.949397769575945,0.4840409261834942
2025-03-25,31.95972998034941,3.1336628403265587
2025-03-26,31.968888837671727,0.21113995842385003
2025-03-27,31.976871627575807,0.7210246861080912
2025-03-28,31.983675984588714,7.25520844991122
2025-03-29,31.989299892432623,0.6909924034247765
2025-03-30,31.993741684622258,1.7053991267132604
2025-03-31,31.997000044958735,0.5407079061667164
2025-04-01,31.999074007919564,2.2653968477954782
2025-04-02,31.99996295894476,2.064000004224884
2025-04-03,31.99966663461895,0.0351245010271802
2025-04-04,31.99818512274943,1.2182910874929305
2025-04-05,31.995518862340134,5.0750938648616435
2025-04-06,31.99166864346157,4.745861949883014
2025-04-07,31.98663560701668,0.4665260721590708
2025-04-08,31.98042124440279,2.0959452432597447
2025-04-09,31.973027397069657,2.038495654705942
2025-04-10,31.96445625597382,1.6232152341973156
2025-04-11,31.95471036092936,0.2929938588623705
2025-04-12,31.94379259985532,4.32797120139452
2025-04-13,31.93170620791993,1.2391934624347647
2025-04-14,31.91845476658196,4.0783500316412145
2025-04-15,31.904042202529475,0.7263422535427049
2025-04-16,31.888472786516246,0.1966495099891532
2025-04-17,31.871751132096257,0.012886736311521589
2025-04-18,31.853882194256595,0.3798148801637256
2025-04-19,31.834871267949186,0.4276920063986169
2025-04-20,31.814723986521784,0.8545952094228406
2025-04-21,31.793446320048687,0.6865473010058509
2025-04-22,31.77104457356168,0.05013768589557766
2025-04-23,31.747525385181724,0.43370707785688994
2025-04-24,31.72289572415192,0.4588646112852929
2025-04-25,31.69716288877237,3.3808315505506394
2025-04-26,31.670334504237573,1.718336932524601
2025-04-27,31.642418520376864,2.5739094264181293
2025-04-28,31.613423209298738,5.679219359266068
2025-04-29,31.583357162939635,4.36851329994705
2025-04-30,31.55222929051797,0.857744246271535
2025-05-01,31.520048815894143,1.9249310841425242
2025-05-02,31.486825274837287,8.382011301134517
2025-05-03,31.452568512199647,4.219053193574296
2025-05-04,31.41728867899931,1.6965096557381287
2025-05-05,31.380996229412254,0.44650025254765474
2025-05-06,31.343701917674547,0.4701778711018609
2025-05-07,31.30541679489564,1.3667367390209542
2025-05-08,31.266152205783666,5.822079854276755
2025-05-09,31.22591978528378,0.4055152211042954
2025-05-10,31.184731455130464,0.6144924980385718
